"StationUID","StationID","AuthorityID","StationNameZh_tw","StationNameEn","PositionLat","PositionLon","GeoHash","StationAddressZh_tw","StationAddressEn","StopDescription","BikesCapacity","LocationCity","LocationCityCode","LocationTown","LocationTownCode","InfoDate"
"TPE500108025",500108025,"TPE","YouBike2.0_成功金龍路口","YouBike2.0_Chenggong Rd & Jinlong Rd Intersection",25.08436,121.59478,"wsqqwyqwg","成功路四段188號","No. 188, Sec. 4, Chenggong Rd.",NA,23,NA,NA,NA,NA,"2023-05-31"
"TPE500108026",500108026,"TPE","YouBike2.0_碧山公園","YouBike2.0_Bishan Park",25.0878,121.59227,"wsqqwzhg1","內湖路三段60巷28號東側","No. 28, Ln. 60, Sec. 3, Neihu Rd. (East)",NA,31,NA,NA,NA,NA,"2023-05-31"
"TPE500108027",500108027,"TPE","YouBike2.0_金瑞公園","YouBike2.0_Jinrui Park",25.08785,121.5879,"wsqqwz1e7","金龍路203-8號北側","No. 203-8, Jinlong Rd. (North)",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500108028",500108028,"TPE","YouBike2.0_捷運文德站(2號出口)","YouBike2.0_MRT Wende Sta. (Exit 2)",25.07842,121.58464,"wsqqwtrhr","文德路212號旁","No. 212, Wende Rd.",NA,49,NA,NA,NA,NA,"2023-05-31"
"TPE500108029",500108029,"TPE","YouBike2.0_陽光公園","YouBike2.0_Yangguang Park",25.07695,121.58764,"wsqqwv17v","陽光街與文德路220巷口西側","Yangguang St & Ln. 220, Wende Rd Intersection",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108030",500108030,"TPE","YouBike2.0_文德二號公園(南側)","YouBike2.0_Wende No.2 Park (South)",25.07504,121.58375,"wsqqwsy8d","陽光街與陽光街68巷102弄口","Aly. 102, Ln. 68, Yangguang St & Yangguang St Intersection",NA,13,NA,NA,NA,NA,"2023-05-31"
"TPE500108031",500108031,"TPE","YouBike2.0_文德二號公園(北側)","YouBike2.0_Wende No.2 Park (North)",25.07758,121.58381,"wsqqwtnxk","文德路210巷12號對側","No. 12, Ln. 210, Wende Rd. (Opposite)",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500108032",500108032,"TPE","YouBike2.0_瑞陽公園","YouBike2.0_Ruiyang Park",25.07777,121.57961,"wsqqwt78d","文德路22巷6號(對面)","No. 6, Ln. 22, Wende Rd. (Opposite)",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500108033",500108033,"TPE","YouBike2.0_湖光國宅","YouBike2.0_Hu Guang Public House",25.07538,121.58079,"wsqqwsu6t","文德路22巷與文德路22巷74弄口","Ln. 22, Wende Rd & No. 1, Aly. 74, Ln. 22, Wende Rd Intersection",NA,22,NA,NA,NA,NA,"2023-05-31"
"TPE500108034",500108034,"TPE","YouBike2.0_潭美街213號","YouBike2.0_No. 213, Tanmei St.",25.05575,121.58486,"wsqqw9r2k","潭美街213號南側","No. 213, Tanmei St. (South)",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500108035",500108035,"TPE","YouBike2.0_南京東路六段180號","YouBike2.0_No. 180, Sec. 6, Nanjing E. Rd.",25.0559,121.57991,"wsqqw97c1","南京東路六段180號北側","No. 180, Sec. 6, Nanjing E. Rd. (North)",NA,21,NA,NA,NA,NA,"2023-05-31"
"TPE500108036",500108036,"TPE","YouBike2.0_潭美國小(南京舊宗路口)","YouBike2.0_Tanmei Elementary School (Nanjing Rd. & Jiuzong Rd. Intersection",25.05768,121.58159,"wsqqw9t58","行善路179號南側","No. 179, Xingshan Rd. (South)",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108037",500108037,"TPE","YouBike2.0_新明路343號","YouBike2.0_No. 343, Xinming Rd.",25.05653,121.58345,"wsqqw9qkg","新明路341號北側","No. 343, Xinming Rd. (North)",NA,10,NA,NA,NA,NA,"2023-05-31"
"TPE500108038",500108038,"TPE","YouBike2.0_週美里活動廣場","YouBike2.0_Zhoumei Community Center",25.0539,121.58084,"wsqqw8umw","潭美街139號對側","No. 139, Tanmei St.",NA,17,NA,NA,NA,NA,"2023-05-31"
"TPE500108039",500108039,"TPE","YouBike2.0_內湖行政中心","YouBike2.0_Neihu District Office",25.06915,121.58898,"wsqqwgdqk","民權東路六段99號(前)","No. 99, Sec. 6, Minquan E. Rd.",NA,25,NA,NA,NA,NA,"2023-05-31"
"TPE500108040",500108040,"TPE","YouBike2.0_樂康公園","YouBike2.0_Lekang Park",25.07007,121.62055,"wsqqxec7s","康樂街61巷73弄22-1號南側","No. 22-1, Aly. 73, Ln. 61, Kangle St. (South)",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500108041",500108041,"TPE","YouBike2.0_安康路32巷24弄","YouBike2.0_Aly. 24, Ln. 32, Ankang Rd.",25.06181,121.59447,"wsqqwfq7s","安康路32巷24弄22號","No. 22, Aly. 24, Ln. 32, Ankang Rd.",NA,21,NA,NA,NA,NA,"2023-05-31"
"TPE500108043",500108043,"TPE","YouBike2.0_明美公園","YouBike2.0_Mingmei Park",25.06256,121.58607,"wsqqwf2rb","石潭路27號南側","No. 27, Shitan Rd. (South)",NA,18,NA,NA,NA,NA,"2023-05-31"
"TPE500108044",500108044,"TPE","YouBike2.0_南京東路六段368巷","YouBike2.0_Ln. 368, Sec. 6, Nanjing E. Rd.",25.05827,121.58707,"wsqqwc9p0","南京東路六段382號西南側","No. 382, Sec. 6, Nanjing E. Rd. (Southwest)",NA,33,NA,NA,NA,NA,"2023-05-31"
"TPE500108045",500108045,"TPE","YouBike2.0_新明成功路口","YouBike2.0_Xinming Rd. & Chenggong Rd. Intersection",25.06058,121.5911,"wsqqwf5um","新明路22號","No. 22, Xinming Rd.",NA,18,NA,NA,NA,NA,"2023-05-31"
"TPE500108046",500108046,"TPE","YouBike2.0_民權瑞光路口","YouBike2.0_Minquan E. Rd. & Ruiguang Rd. Intersection",25.06835,121.58323,"wsqqwew1w","民權東路六段50號","No. 50, Sec. 6, Minquan E. Rd.",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500108047",500108047,"TPE","YouBike2.0_瑞光公共住宅(瑞光路)","YouBike2.0_Ruiguang Public Housing (Ruiguang Rd)",25.07335,121.57951,"wsqqws7qz","瑞光路160號","No. 160, Ruiguang Rd.",NA,18,NA,NA,NA,NA,"2023-05-31"
"TPE500108048",500108048,"TPE","YouBike2.0_民權東路六段15巷","YouBike2.0_Ln. 15, Sec. 6, Minquan E. Rd.",25.06853,121.57813,"wsqqwed6z","民權東路六段15巷29號","No. 29, Ln. 15, Sec. 6, Minquan E. Rd.",NA,17,NA,NA,NA,NA,"2023-05-31"
"TPE500108049",500108049,"TPE","YouBike2.0_扶輪親恩公園","YouBike2.0_Rotary Park",25.06709,121.58002,"wsqqwe7f7","民權東路六段30號","No. 30, Sec. 6, Minquan E. Rd.",NA,17,NA,NA,NA,NA,"2023-05-31"
"TPE500108050",500108050,"TPE","YouBike2.0_新湖三民善街口","YouBike2.0_Xinhu 3rd Rd & Minshan St Intersection",25.06286,121.57497,"wsqqwd81w","新湖三路36號","No. 36, Xinhu 3rd Rd.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500108051",500108051,"TPE","YouBike2.0_內湖119號綠地","YouBike2.0_No.119 Neihu Greens",25.05594,121.57865,"wsqqw96c7","南京東路六段125號南側","No. 125, Sec. 6, Nanjing E. Rd. (South)",NA,24,NA,NA,NA,NA,"2023-05-31"
"TPE500108052",500108052,"TPE","YouBike2.0_行善公園","YouBike2.0_Xingshan Park",25.05301,121.57592,"wsqqw8bbk","潭美街27號西側","No. 27, Tanmei St. (West)",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500108054",500108054,"TPE","YouBike2.0_三軍總醫院","YouBike2.0_Tri-Service General Hospital",25.07151,121.58991,"wsqqwu5h4","成功路二段424號(對面)","No. 424, Sec. 2, Chenggong Rd. (Opposite)",NA,14,NA,NA,NA,NA,"2023-05-31"
"TPE500108055",500108055,"TPE","YouBike2.0_福華商場","YouBike2.0_Fuhua Market",25.06877,121.59265,"wsqqwgth4","民權東路六段/民權東路六段180巷(西南側)","Sec. 6, Minquan E. Rd. / Ln. 180, Sec. 6, Minquan E. Rd. (Southwest)",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500108056",500108056,"TPE","YouBike2.0_臺北市網球中心","YouBike2.0_Taipei Tennis Center",25.0674,121.59749,"wsqqx52s4","民權東路六段208號(前)","No. 208, Sec. 6, Minquan E. Rd.",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108057",500108057,"TPE","YouBike2.0_捷運葫洲站(1號出口)","YouBike2.0_MRT Huzhou Sta. (Exit 1)",25.07249,121.60796,"wsqqxk21y","康寧路三段39號(對面)","No. 39, Sec. 3, Kangning Rd. (Opposite)",NA,25,NA,NA,NA,NA,"2023-05-31"
"TPE500108058",500108058,"TPE","YouBike2.0_麗湖國小","YouBike2.0_Lihu Elementary School",25.07332,121.60223,"wsqqxhkn9","金湖路363巷11號(對面)","No. 11, Ln. 363, Jinhu Rd. (Opposite)",NA,18,NA,NA,NA,NA,"2023-05-31"
"TPE500108059",500108059,"TPE","YouBike2.0_金湖路347巷125弄口","YouBike2.0_Aly. 125, Ln. 347, Jinhu Rd. Intersection",25.0733,121.59834,"wsqqxh3nw","金湖路347巷125弄1號(對面)","No. 1, Aly. 125, Ln. 347, Jinhu Rd. (Opposite)",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500108060",500108060,"TPE","YouBike2.0_碧湖公園","YouBike2.0_Bihu Park",25.07988,121.58287,"wsqqwttuy","內湖路二段/內湖路二段103巷口(東北側)","Sec. 2, Neihu Rd. / Ln. 103, Sec. 2, Neihu Rd. (Northeast)",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500108061",500108061,"TPE","YouBike2.0_碧湖公園(內湖路二段103巷)","YouBike2.0_Bihu Park (Ln. 103, Sec. 2, Neihu Rd.)",25.08317,121.58109,"wsqqwwk8h","內湖路二段103巷76號(對面)","No. 76, Ln. 103, Sec. 2, Neihu Rd. (Opposite)",NA,19,NA,NA,NA,NA,"2023-05-31"
"TPE500108062",500108062,"TPE","YouBike2.0_貿七社區","YouBike2.0_Maoqi Community",25.08357,121.58534,"wsqqwwrdr","內湖路二段179巷48弄17號(旁)","No. 17, Aly. 48, Ln. 179, Sec. 2, Neihu Rd.",NA,17,NA,NA,NA,NA,"2023-05-31"
"TPE500108063",500108063,"TPE","YouBike2.0_內湖區農會","YouBike2.0_Neihu District Farmers' Association",25.08165,121.58891,"wsqqwvfr4","內湖路二段334號(前)","No. 334, Sec. 2, Neihu Rd.",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500108064",500108064,"TPE","YouBike2.0_捷運內湖站(2號出口)","YouBike2.0_MRT Neihu Sta. (Exit 2)",25.0835,121.59454,"wsqqwyq3y","成功路四段167巷6弄2號(旁)","No. 2, Aly. 6, Ln. 167, Sec. 4, Chenggong Rd.",NA,10,NA,NA,NA,NA,"2023-05-31"
"TPE500108065",500108065,"TPE","YouBike2.0_康寧金湖路口","YouBike2.0_Kangning Rd. & Jinhu Rd. Intersection",25.07896,121.59921,"wsqqxj3zd","康寧路一段273號(對面)","No. 273, Sec. 1, Kangning Rd. (Opposite)",NA,14,NA,NA,NA,NA,"2023-05-31"
"TPE500108066",500108066,"TPE","YouBike2.0_康寧路一段156巷20弄口","YouBike2.0_Aly. 20, Ln. 156, Sec. 1, Kangning Rd. Intersection",25.07792,121.59354,"wsqqwvm9q","康寧路一段156巷/康寧路一段156巷20弄(西側)","Ln. 156, Sec. 1, Kangning Rd. / Aly. 20, Ln. 156, Sec. 1, Kangning Rd. (West)",NA,17,NA,NA,NA,NA,"2023-05-31"
"TPE500108067",500108067,"TPE","YouBike2.0_安康公園","YouBike2.0_Ankang Park",25.06657,121.6136,"wsqqx7hr6","五分街14巷31號(對面)","No. 31, Ln. 14, Wufen St. (Opposite)",NA,19,NA,NA,NA,NA,"2023-05-31"
"TPE500108068",500108068,"TPE","YouBike2.0_安泰街83巷","YouBike2.0_Ln. 83, Antai St.",25.07669,121.61709,"wsqqxmnf7","安泰街83巷3號(對面)","No. 3, Ln. 83, Antai St. (Opposite)",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500108069",500108069,"TPE","YouBike2.0_內溝溪生態展示館","YouBike2.0_Neigousi Ecological Exhibition Hall",25.08722,121.62306,"wsqqxwgpw","康樂街236-3號(前)","No. 236-3, Kangle St.",NA,8,NA,NA,NA,NA,"2023-05-31"
"TPE500108070",500108070,"TPE","YouBike2.0_捷運港墘站(2號出口)","YouBike2.0_MRT Gangqian Sta. (Exit 2)",25.07967,121.57584,"wsqqwt8gd","內湖路一段520號","No. 520, Sec. 1, Neihu Rd.",NA,47,NA,NA,NA,NA,"2023-05-31"
"TPE500108071",500108071,"TPE","YouBike2.0_東湖國中","YouBike2.0_Dong Hu Junior High School",25.07334,121.61962,"wsqqxs2wy","康樂街125巷4號(對面)","No. 4, Ln. 125, Kangle St. (Opposite)",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108072",500108072,"TPE","YouBike2.0_石潭公園(安康路)","YouBike2.0_Shitan Park (Ankang Rd.)",25.06261,121.59334,"wsqqwft86","安康路28號西北側","No. 28, Ankang Rd. (Northwest)",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500108073",500108073,"TPE","YouBike2.0_內湖垃圾焚化廠","YouBike2.0_Neihu Refuse Incineration Plant",25.06209,121.60347,"wsqqx4kvq","安康路290號西側","No. 290, Ankang Rd. (West)",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500108074",500108074,"TPE","YouBike2.0_康寧公園(北側)","YouBike2.0_Kangning Park (North)",25.06927,121.61019,"wsqqx79z4","康寧路三段60號南側","No. 60, Sec. 3, Kangning Rd. (South)",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500108075",500108075,"TPE","YouBike2.0_康寧路三段54巷口","YouBike2.0_Ln. 54, Sec. 3, Kangning Rd. Intersection",25.0716,121.60936,"wsqqxk1hx","康寧路三段54-5號西側","No. 54-5, Sec. 3, Kangning Rd. (West)",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500108076",500108076,"TPE","YouBike2.0_行善路25巷口","YouBike2.0_Ln. 25, Xingshan Rd. Intersection",25.05707,121.57658,"wsqqw9925","行善路39號(前)","No. 39, Xingshan Rd.",NA,21,NA,NA,NA,NA,"2023-05-31"
"TPE500108077",500108077,"TPE","YouBike2.0_新明路460巷口","YouBike2.0_Ln. 460, Xinming Rd. Intersection",25.05503,121.57823,"wsqqw94s4","南京東路六段122號(斜前方)","No. 122, Sec. 6, Nanjing E. Rd. ((Front right))",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500108078",500108078,"TPE","YouBike2.0_下灣公園","YouBike2.0_Xiawan Park",25.06516,121.59561,"wsqqwfzpp","民權東路六段206巷/民權東路六段190巷75弄(西北側)","Ln. 206, Sec. 6, Minquan E. Rd. & Aly. 75, Ln. 190, Sec. 6, Minquan E. Rd. (Northwest)",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108079",500108079,"TPE","YouBike2.0_民權東路六段245巷口","YouBike2.0_Ln. 245, Sec. 6, Minquan E. Rd. Intersection",25.06708,121.60059,"wsqqx56f7","民權東路六段247號(前)","No. 247, Sec. 6, Minquan E. Rd.",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500108081",500108081,"TPE","YouBike2.0_東湖國小","YouBike2.0_Donghu Elementary School",25.06854,121.61532,"wsqqx7tdf","東湖路與東湖路113巷口東側","Donghu Rd.& Ln. 113, Donghu Rd. Intersection (East)",NA,22,NA,NA,NA,NA,"2023-05-31"
"TPE500108082",500108082,"TPE","YouBike2.0_捷運內湖站(1號出口)","YouBike2.0_MRT Neihu Sta. (Exit.1)",25.08373,121.59406,"wsqqwyq56","成功路四段182巷/成功路四段口(西側)","Ln. 182, Sec. 4, Chenggong Rd. & Sec. 4, Chenggong Rd. Intersection (West)",NA,28,NA,NA,NA,NA,"2023-05-31"
"TPE500108083",500108083,"TPE","YouBike2.0_瑞光港墘路口","YouBike2.0_Rueiguang Rd. & Gangcian Rd. Intersection",25.07611,121.57487,"wsqqwsbng","港墘路185號前","No. 185, Gangcian Rd.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500108084",500108084,"TPE","YouBike2.0_瑞湖陽光街口","YouBike2.0_Rueihu St. & Yangguang St. Intersection",25.07296,121.57603,"wsqqws2uw","瑞湖街101號對側","No. 101, Rueihu St. (Opposite)",NA,25,NA,NA,NA,NA,"2023-05-31"
"TPE500108085",500108085,"TPE","YouBike2.0_金龍公園","YouBike2.0_Jinlong Park",25.08554,121.59076,"wsqqwyety","金龍路112巷口(金龍公園側)","Ln. 112, Jinlong Rd.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500108086",500108086,"TPE","YouBike2.0_星雲街138巷1弄口","YouBike2.0_Aly. 1, Ln. 138, Xingyun St.",25.07943,121.59544,"wsqqwvx47","星雲街138巷18號","No. 12, Ln. 138, Xingyun St.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500108087",500108087,"TPE","YouBike2.0_東湖一號公園","YouBike2.0_Donghu No. 1 Park",25.07567,121.6118,"wsqqxkgh2","康寧路三段189巷163弄13號東南側","No. 13, Aly. 163, Ln. 189, Sec. 3, Kangning Rd. (Southeast)",NA,10,NA,NA,NA,NA,"2023-05-31"
"TPE500108088",500108088,"TPE","YouBike2.0_東湖二號公園","YouBike2.0_Donghu No. 2 Park",25.07415,121.61075,"wsqqxkd5x","康寧路三段99巷39弄70號東南側","No. 70, Aly. 39, Ln. 99, Sec. 3, Kangning Rd. (Southeast)",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500108089",500108089,"TPE","YouBike2.0_康湖二號公園(康寧醫院)","YouBike2.0_Kanghu No. 2 Park(Kang-Ning General Hospital)",25.07514,121.60857,"wsqqxkb9m","成功路五段420巷17號東側","No. 17, Ln. 420, Sec. 5, Chenggong Rd. (East)",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108090",500108090,"TPE","YouBike2.0_堤頂大道新湖一路口","YouBike2.0_Tiding Blvd. & Xinhu 1st Rd. Intersection",25.05892,121.57354,"wsqqw3z4u","堤頂大道一段215號前","No. 215, Sec. 1, Tiding Blvd.",NA,13,NA,NA,NA,NA,"2023-05-31"
"TPE500108091",500108091,"TPE","YouBike2.0_下灣公園(成功路)","YouBike2.0_Xiawan Park",25.06682,121.5907,"wsqqwg78u","成功路二段189號北側","No. 189, Sec. 2, Chenggong Rd. (North)",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108092",500108092,"TPE","YouBike2.0_舊宗行善路口","YouBike2.0_Jiuzong Rd. & Xingshan Rd. Intersection",25.05876,121.58062,"wsqqw9u3c","行善路179號西側","No. 179, Xingshan Rd.",NA,9,NA,NA,NA,NA,"2023-05-31"
"TPE500108093",500108093,"TPE","YouBike2.0_新湖二路250巷口","YouBike2.0_Ln. 250, Xinhu 2nd Rd.",25.06455,121.58262,"wsqqwdvg8","新湖二路/新湖二路250巷(西南側)","Xinhu 2nd Rd. & Ln. 250, Xinhu 2nd Rd. Intersection (Southwest)",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500108094",500108094,"TPE","YouBike2.0_成功路四段41巷口","YouBike2.0_Ln. 41, Sec. 4, Chenggong Rd.",25.08105,121.59205,"wsqqwvues","成功路四段41巷6號前側","No. 6, Ln. 41, Sec. 4, Chenggong Rd.",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500108095",500108095,"TPE","YouBike2.0_金湖星雲街口","YouBike2.0_Jinhu Rd. & Xingyun St. Intersection",25.08151,121.59764,"wsqqxjbwq","金湖路83號對側","No. 83, Jinhu Rd. (Opposite)",NA,30,NA,NA,NA,NA,"2023-05-31"
"TPE500108096",500108096,"TPE","YouBike2.0_國防醫學院","YouBike2.0_National Defense Medical Center",25.06851,121.59559,"wsqqwgx4w","民權東路六段161號前側","No. 161, Sec. 6, Minquan E. Rd.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500108097",500108097,"TPE","YouBike2.0_民權東路六段190巷117弄口","YouBike2.0_Aly. 117, Ln. 190, Sec. 6, Minquan E. Rd.",25.06434,121.59399,"wsqqwfy43","民權東路六段190巷117弄15號對側","No. 15, Aly. 117, Ln. 190, Sec. 6, Minquan E. Rd.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500108098",500108098,"TPE","YouBike2.0_內湖運動中心","YouBike2.0_Taipei Neihu Sports Center",25.07848,121.57493,"wsqqwt2ht","洲子街12號前","No. 12, Zhouzi St.",NA,21,NA,NA,NA,NA,"2023-05-31"
"TPE500108099",500108099,"TPE","YouBike2.0_九華公園","YouBike2.0_Jiuhua Park",25.08844,121.56122,"wsqqwpnnv","文湖街21巷68弄25-6號北側","No. 25-6, Aly. 68, Ln. 21, Wenhu St. (North)",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108100",500108100,"TPE","YouBike2.0_內湖路二段179巷口","YouBike2.0_Ln. 179, Sec. 2, Neihu Rd.",25.08454,121.584,"wsqqwwwb0","內湖路二段179巷242號對側","No. 242, Ln. 179, Sec. 2, Neihu Rd. (Opposite)",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108102",500108102,"TPE","YouBike2.0_行善行愛路口","YouBike2.0_Xingshan Rd. & Xing'ai Rd. Intersection",25.0606,121.58286,"wsqqwdjut","行善路243號(前)","No. 243, Xingshan Rd.",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500108103",500108103,"TPE","YouBike2.0_民善新湖二路口(家樂福內湖店)","YouBike2.0_Xinhu 2nd Rd. & Minshan St. Intersection (Carrefour)",25.06017,121.57552,"wsqqwd0d4","民善街88號(旁)","No. 88, Minshan St.",NA,23,NA,NA,NA,NA,"2023-05-31"
"TPE500108104",500108104,"TPE","YouBike2.0_統振大樓","YouBike2.0_Welldone Building",25.06007,121.60138,"wsqqx453m","安美街181號前","No. 181, Anmei St.",NA,25,NA,NA,NA,NA,"2023-05-31"
"TPE500108105",500108105,"TPE","YouBike2.0_陽光街161巷口","YouBike2.0_Ln. 161, Yangguang St. Intersection",25.07433,121.58584,"wsqqwu8he","陽光街161巷14號對側","No. 14, Ln. 161, Yangguang St. (Opposite)",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108106",500108106,"TPE","YouBike2.0_潭美公園(南京東路六段368巷)","YouBike2.0_Tanmei Park (Ln. 368, Sec. 6, Nanjing E. Rd.)",25.05928,121.58617,"wsqqwcbkg","南京東路六段366號對側","No. 366, Sec. 6, Nanjing E. Rd. (Opposite)",NA,18,NA,NA,NA,NA,"2023-05-31"
"TPE500108107",500108107,"TPE","YouBike2.0_西康二號公園","YouBike2.0_Xikang No. 2 Park",25.08503,121.5637,"wsqqwnxfz","文湖街60巷/環山路一段24巷(北側)","Ln. 60, Wenhu St. & Ln. 24, Sec. 1, Huanshan Rd. Intersection (North)",NA,21,NA,NA,NA,NA,"2023-05-31"
"TPE500108108",500108108,"TPE","YouBike2.0_三民國中(民權東路六段47巷)","YouBike2.0_Sanmin Junior High School (Ln. 47, Sec. 6, Minquan E. Rd.)",25.06935,121.58692,"wsqqwg8zs","民權東路六段47巷6號對側","No. 6, Ln. 47, Sec. 6, Minquan E. Rd. (Opposite)",NA,13,NA,NA,NA,NA,"2023-05-31"
"TPE500108109",500108109,"TPE","YouBike2.0_瑞光路76巷口","YouBike2.0_Ln. 76, Ruiguang Rd.",25.07168,121.58125,"wsqqwshv0","瑞光路102號前","No. 102, Ruiguang Rd.",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500108110",500108110,"TPE","YouBike2.0_捷運東湖站","YouBike2.0_MRT Donghu Sta.",25.06664,121.61351,"wsqqx7hrb","安康路315巷/五分街14巷(西側)","Ln. 315, Ankang Rd. & Ln. 14, Wufen St. Intersection (West)",NA,28,NA,NA,NA,NA,"2023-05-31"
"TPE500108111",500108111,"TPE","YouBike2.0_新湖國小","YouBike2.0_XinHu Elementary School",25.06874,121.58923,"wsqqwgdef","民權東路六段/成功路二段320巷31弄(東南側)","Sec. 6, Minquan E. Rd. & Aly. 31, Ln. 320, Sec. 2, Chenggong Rd. Intersection (Southeast)",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500108112",500108112,"TPE","YouBike2.0_碧山內湖路口","YouBike2.0_Bishan Rd. & Neihu Rd. Intersection",25.08627,121.5914,"wsqqwyu4h","內湖路三段72巷15號西側","No. 15, Ln. 72, Sec. 3, Neihu Rd. (West)",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108115",500108115,"TPE","YouBike2.0_民權東路六段413巷","YouBike2.0_Ln. 413, Sec. 6, Minquan E. Rd.",25.07038,121.60352,"wsqqx5uvx","民權東路六段409號前","No. 409, Sec. 6, Minquan E. Rd.",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108116",500108116,"TPE","YouBike2.0_宏匯瑞光廣場(瑞光路)","YouBike2.0_Honhui Ruiguang Plaza (Ruiguang Rd.)",25.07676,121.57433,"wsqqwmpdx","瑞光路353號前(瑞光路側人行道)","No. 353, Ruiguang Rd. (Ruiguang Rd.)",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108117",500108117,"TPE","YouBike2.0_宏匯瑞光廣場(港墘路)","YouBike2.0_Honhui Ruiguang Plaza (Gangqian Rd.)",25.07777,121.57562,"wsqqwt28t","瑞光路355號前(港墘路側人行道)","No. 353, Ruiguang Rd. (Gangqian Rd.)",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500108118",500108118,"TPE","YouBike2.0_康樂街151巷","YouBike2.0_Ln. 151, Kangle St.",25.07192,121.61955,"wsqqxs0ws","康樂街151巷/康樂街","Ln. 151, Kangle St. & Kangle St. Intersection",NA,14,NA,NA,NA,NA,"2023-05-31"
"TPE500108119",500108119,"TPE","YouBike2.0_內湖路一段360巷","YouBike2.0_Ln. 360, Sec. 1, Neihu Rd.",25.0812,121.57067,"wsqqwmvh9","內湖路一段358號","No. 358, Sec. 1, Neihu Rd.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500108120",500108120,"TPE","YouBike2.0_成功路三段83號前","YouBike2.0_No. 83, Sec. 3, Chenggong Rd.",25.07823,121.5898,"wsqqwv6gr","成功路三段83號前","No. 83, Sec. 3, Chenggong Rd.",NA,11,NA,NA,NA,NA,"2023-05-31"
"TPE500108121",500108121,"TPE","YouBike2.0_內湖路一段47巷","YouBike2.0_Ln. 47, Sec. 1, Neihu Rd.",25.08781,121.55872,"wsqqwph75","內湖路一段47巷/內湖路一段47巷22弄","Ln. 47, Sec. 1, Neihu Rd. & Aly. 22, Ln. 47, Sec. 1, Neihu Rd. Intersection",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500108122",500108122,"TPE","YouBike2.0_陽光舊宗路口","YouBike2.0_Yangguang St. & Jiuzong Rd. Intersection",25.07243,121.57416,"wsqqwkr97","陽光街/舊宗路二段","Yangguang St. & Sec. 2, Jiuzong Rd. Intersection",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500108123",500108123,"TPE","YouBike2.0_安湖公園","YouBike2.0_Anhu Park",25.07392,121.61545,"wsqqxktdj","東湖路113巷95弄/康寧路三段75巷","Aly. 95, Ln. 113, Donghu Rd. & Ln. 75, Sec. 3, Kangning Rd. Intersection",NA,8,NA,NA,NA,NA,"2023-05-31"
